time,open,high,low,close,px_volume,px_svp_poc,px_svp_formed,px_svp_swept
1782380400,3992.07,3992.18,3987.37,3988.42,2061,3982.13,0,0
1782380700,3988.44,3990.11,3988.18,3989.04,1694,3982.13,0,0
1782381000,3989.05,3992.19,3988.92,3990.99,1791,3982.13,0,0
1782381300,3990.99,3993.46,3987.63,3988.27,1808,3982.13,0,0
1782381600,3988.26,3989.26,3985.5,3986.52,2052,3982.13,0,0
1782381900,3986.51,3987.93,3986.02,3986.57,1713,3982.13,0,0
1782382200,3986.57,3988.25,3983.65,3984.41,2024,3982.13,0,0
1782382500,3984.42,3987.08,3983.27,3984.46,1989,3982.13,0,0
1782382800,3984.46,3986.62,3983.74,3985.49,1768,3982.13,0,0
1782383100,3985.49,3989.36,3985.46,3989.25,1726,3982.13,0,0
1782383400,3989.24,3989.45,3984.69,3986.77,1998,3982.13,0,0
1782383700,3986.77,3988.6,3986.16,3987.77,1769,3982.13,0,0
1782384000,3987.77,3987.92,3984.84,3985.61,1819,3982.13,0,0
1782384300,3985.62,3985.65,3982.41,3984.37,1699,3982.13,0,0
1782384600,3984.37,3985.73,3982.12,3982.63,1836,3982.13,0,1
1782384900,3982.63,3984.43,3981.33,3984.38,1762,3982.13,0,1
1782385200,3984.38,3986.19,3982.07,3984.73,2311,3982.13,0,1
1782385500,3984.73,3985.94,3983,3984.46,2011,3982.13,0,1
1782385800,3984.44,3985.89,3982.29,3983.31,2027,3982.13,0,1
1782386100,3983.31,3983.31,3976.15,3981.58,2385,3982.13,0,1
1782386400,3981.62,3982.72,3979.79,3980.3,1937,3982.13,0,1
1782386700,3980.3,3980.81,3976.98,3977.25,2210,3982.13,0,1
1782387000,3977.25,3981.53,3976.6,3977.24,2197,3982.13,0,1
1782387300,3977.24,3982.62,3973.71,3982.49,2341,3982.13,0,1
1782387600,3982.5,3986.24,3982.3,3984.86,2300,3982.13,0,1
1782387900,3984.86,3987.84,3984.39,3985.74,2186,3982.13,0,1
1782388200,3985.75,3986.56,3982.14,3982.67,2398,3982.13,0,1
1782388500,3982.64,3982.64,3979.54,3980.07,2231,3982.13,0,1
1782388800,3980.09,3984.69,3980.09,3982.76,2563,3982.13,0,1
1782389100,3982.69,3983.64,3979.72,3983.22,2460,3982.13,0,1
1782389400,3983.21,3983.78,3980.26,3982.72,2408,3982.13,0,1
1782389700,3982.72,3986.14,3980.07,3983.1,2369,3982.13,0,1
1782390000,3983.1,3983.28,3979.01,3980.32,2516,3982.13,0,1
1782390300,3980.31,3986.06,3978.97,3984.01,2672,3982.13,0,1
1782390600,3984.11,4011.94,3983.88,3995.15,4064,3982.13,0,1
1782390900,3995.18,4007.4,3989.35,3998.04,3921,3982.13,0,1
1782391200,3998.02,4006.87,3992.15,4005.66,3803,3982.13,0,1
1782391500,4005.63,4018.26,4003.63,4014.22,3801,3982.13,0,1
1782391800,4014.35,4019.19,4011.12,4016.04,3336,3982.13,0,1
1782392100,4016.08,4016.64,4008.69,4012.43,3262,3982.13,0,1
1782392400,4012.57,4034.07,4012.24,4029.18,4010,3982.13,0,1
1782392700,4029.27,4033.66,4024.27,4029.69,3730,3982.13,0,1
1782393000,4029.85,4033.68,4025.66,4031.02,3477,3982.13,0,1
1782393300,4031.02,4031.53,4020.99,4023.13,3445,3982.13,0,1
1782393600,4023.21,4030.16,4020.94,4022.14,3307,3982.13,0,1
1782393900,4022.12,4024.34,4018.9,4022.13,3508,3982.13,0,1
1782394200,4022.16,4028.56,4013.51,4014.01,3933,3982.13,0,1
1782394500,4013.92,4026.85,4012.63,4023.74,3919,3982.13,0,1
1782394800,4023.78,4023.86,4010.98,4011.88,4015,3982.13,0,1
1782395100,4011.96,4016.09,4008.2,4013.56,4073,3982.13,0,1
1782395400,4013.54,4019.18,4007.23,4008.28,4060,3982.13,0,1
1782395700,4008.28,4010.05,4001.09,4002.29,4147,3982.13,0,1
1782396000,4002.27,4018.63,3999.24,4014.67,4187,3982.13,0,1
1782396300,4014.73,4021.72,4010.33,4016.99,4040,3982.13,0,1
1782396600,4017.01,4019.89,4013.4,4016.52,3930,3982.13,0,1
1782396900,4016.53,4021.06,4013.77,4018,4024,3982.13,0,1
1782397200,4017.94,4022.35,4012.85,4014.42,4018,3982.13,0,1
1782397500,4014.5,4028.41,4012.96,4026.68,3975,3982.13,0,1
1782397800,4026.7,4028.4,4022.12,4025.55,3928,3982.13,0,1
1782398100,4025.54,4026.96,4016.42,4017.64,3726,3982.13,0,1
1782398400,4017.65,4020.37,4015.94,4019.83,3651,3982.13,0,1
1782398700,4019.83,4020.75,4014.56,4016.5,3694,3982.13,0,1
1782399000,4016.5,4020.12,4013.1,4017.46,3590,3982.13,0,1
1782399300,4017.36,4017.63,4011.34,4011.97,3559,3982.13,0,1
1782399600,4011.98,4015.58,4009.91,4015.19,3511,3982.13,0,1
1782399900,4015.19,4020.5,4014.21,4016.81,3735,3982.13,0,1
1782400200,4016.82,4017.24,4005.04,4008.04,3685,3982.13,0,1
1782400500,4008.02,4015.71,4005.95,4015.08,3771,3982.13,0,1
1782400800,4015.07,4040.69,4012.61,4037.91,4038,3982.13,0,1
1782401100,4037.95,4038.16,4026.09,4027.03,3887,3982.13,0,1
1782401400,4026.98,4028.56,4021.94,4022.26,3775,3982.13,0,1
1782401700,4022.26,4030.92,4022.03,4028.83,3566,3982.13,0,1
1782402000,4028.72,4030.71,4026.55,4027.82,3417,3982.13,0,1
1782402300,4027.81,4036.8,4026.98,4031.69,3571,3982.13,0,1
1782402600,4031.7,4041.5,4030.52,4038.38,3529,3982.13,0,1
1782402900,4038.37,4042.67,4036.93,4041.14,3396,3982.13,0,1
1782403200,4041.3,4042.87,4035.02,4037.89,3473,3982.13,0,1
1782403500,4037.9,4039.8,4034.11,4034.24,3261,3982.13,0,1
1782403800,4034.24,4041.34,4033.79,4037.04,3277,3982.13,0,1
1782404100,4037.03,4044.07,4037.03,4040.66,3325,3982.13,0,1
1782404400,4040.66,4043.98,4040.6,4041.67,3198,3982.13,0,1
1782404700,4041.68,4042.69,4039.67,4040.35,3075,3982.13,0,1
1782405000,4040.41,4040.77,4033.52,4034.95,3439,3982.13,0,1
1782405300,4034.96,4036.35,4031.28,4031.88,3013,3982.13,0,1
1782405600,4031.88,4033.93,4031.07,4031.41,2846,3982.13,0,1
1782405900,4031.41,4031.99,4023.92,4031.63,3275,3982.13,0,1
1782406200,4031.61,4033.4,4028.07,4031.37,2935,3982.13,0,1
1782406500,4031.38,4031.45,4027.52,4028.74,2801,3982.13,0,1
1782406800,4028.74,4030.52,4026.89,4030.17,3056,3982.13,0,1
1782407100,4030.16,4032.42,4029.33,4030.51,2881,3982.13,0,1
1782407400,4030.52,4031.89,4029.11,4029.55,2723,3982.13,0,1
1782407700,4029.55,4033.14,4029.15,4030.25,3087,3982.13,0,1
1782408000,4030.24,4032.94,4027.94,4032.32,3229,3982.13,0,1
1782408300,4032.31,4035.91,4030.3,4032.65,3147,3982.13,0,1
1782408600,4032.67,4035.09,4031.3,4032.06,2751,3982.13,0,1
1782408900,4032.06,4034.31,4031.15,4033.42,2635,3982.13,0,1
1782409200,4033.41,4035.99,4032.99,4034.11,2621,3982.13,0,1
1782409500,4034.1,4034.27,4029.72,4031.61,2590,3982.13,0,1
1782409800,4031.61,4034.27,4031.14,4033.8,2609,3982.13,0,1
1782410100,4033.8,4036.74,4033.51,4034.72,2668,3982.13,0,1
1782410400,4034.76,4035.35,4027.63,4028.66,3356,3982.13,0,1
1782410700,4028.67,4033.82,4026.02,4032.83,3325,3982.13,0,1
1782411000,4032.82,4034.66,4030.51,4032.64,3025,3982.13,0,1
1782411300,4032.64,4040.47,4032.19,4037.98,2911,3982.13,0,1
1782411600,4038,4039.39,4037.36,4038.63,2878,3982.13,0,1
1782411900,4038.64,4044.24,4038.12,4044.11,2983,3982.13,0,1
1782412200,4044.14,4044.17,4033.99,4034.11,3023,3982.13,0,1
1782412500,4034.12,4036.47,4033.38,4036.41,2863,3982.13,0,1
1782412800,4036.41,4036.48,4031.92,4032.85,2925,3982.13,0,1
1782413100,4032.85,4032.95,4029.83,4032.29,2598,3982.13,0,1
1782413400,4032.3,4036.24,4031.8,4035.22,2319,3982.13,0,1
1782413700,4035.23,4036.3,4033.85,4034.76,2434,3982.13,0,1
1782414000,4034.78,4036.03,4032.65,4033.9,2604,3982.13,0,1
1782414300,4033.9,4039.81,4033.06,4038.84,2765,3982.13,0,1
1782414600,4038.84,4040.53,4038.45,4040.21,2393,3982.13,0,1
1782414900,4040.21,4043.81,4036.15,4037.17,3018,3982.13,0,1
1782415200,4037.15,4040.08,4037.09,4039.16,2683,3982.13,0,1
1782415500,4039.15,4040.8,4035.42,4036.05,2769,3982.13,0,1
1782415800,4036.07,4036.75,4032,4033.93,2691,3982.13,0,1
1782416100,4033.93,4035.54,4032.63,4034.77,2145,3982.13,0,1
1782416400,4034.76,4037.87,4032.87,4034.5,2675,3982.13,0,1
1782416700,4034.5,4034.54,4026.03,4026.71,2765,3982.13,0,1
1782417000,4026.7,4027.55,4021.95,4026.56,3124,3982.13,0,1
1782417300,4026.58,4027.51,4022.14,4026.81,3070,3982.13,0,1
1782417600,4026.77,4034.98,4025.73,4031.38,2487,3982.13,0,1
1782417900,4031.38,4031.42,4028.09,4028.17,1428,3982.13,0,1
1782418200,4028.15,4029.1,4027.33,4028.16,1314,3982.13,0,1
1782418500,4028.16,4029.41,4026.59,4028.34,1504,3982.13,0,1
1782418800,4028.35,4030.62,4028.17,4030.09,1463,3982.13,0,1
1782419100,4030.08,4030.9,4028.23,4030.87,1299,3982.13,0,1
1782419400,4030.85,4030.86,4026.81,4026.9,1255,3982.13,0,1
1782419700,4026.9,4027.67,4025.79,4026.03,1086,3982.13,0,1
1782420000,4026.03,4026.81,4024.85,4026.45,1251,3982.13,0,1
1782420300,4026.45,4026.54,4024.53,4024.79,1148,3982.13,0,1
1782420600,4024.79,4025.76,4024.46,4024.86,985,3982.13,0,1
1782420900,4024.86,4026.97,4024.44,4026.7,606,3982.13,0,1
1782424800,4030.89,4031.63,4027.41,4029.56,1494,3982.13,0,1
1782425100,4029.56,4029.89,4025.89,4025.9,1050,3982.13,0,1
1782425400,4025.82,4026.41,4021.98,4022.87,1675,3982.13,0,1
1782425700,4022.89,4024.43,4021.6,4022.31,1469,3982.13,0,1
1782426000,4022.31,4023.82,4019.87,4021.63,1761,3982.13,0,1
1782426300,4021.67,4026.37,4020.39,4024.85,2008,3982.13,0,1
1782426600,4024.87,4030.46,4024.48,4029.81,2103,3982.13,0,1
1782426900,4029.79,4036.54,4029.76,4034.25,2266,3982.13,0,1
1782427200,4034.25,4036.63,4028.65,4028.65,2277,3982.13,0,1
1782427500,4028.64,4030.26,4024.02,4024.96,2142,3982.13,0,1
1782427800,4024.95,4025.49,4021.97,4022.46,2194,3982.13,0,1
1782428100,4022.47,4027.49,4022.19,4026.39,2052,3982.13,0,1
1782428400,4026.39,4027.13,4023.52,4023.56,1722,3982.13,0,1
1782428700,4023.57,4024.45,4021.57,4022.9,1418,3982.13,0,1
1782429000,4022.96,4024.42,4021.57,4023.51,1690,3982.13,0,1
1782429300,4023.51,4026.22,4022.54,4026.22,2107,3982.13,0,1
1782429600,4026.22,4029.64,4025.34,4028.34,2202,3982.13,0,1
1782429900,4028.33,4030.24,4028.22,4029.81,2061,3982.13,0,1
1782430200,4029.79,4030.46,4021.21,4021.49,2140,3982.13,0,1
1782430500,4021.49,4025.17,4021.49,4024.03,2183,3982.13,0,1
1782430800,4024.03,4024.49,4022.94,4024.29,1458,3982.13,0,1
1782431100,4024.29,4024.31,4016.51,4017.94,2701,3982.13,0,1
1782431400,4017.95,4019.6,4016.57,4017.48,2392,3982.13,0,1
1782431700,4017.49,4017.86,4012.62,4014.56,2469,3982.13,0,1
1782432000,4014.5,4018.6,4012.34,4012.38,3196,3982.13,0,0
1782432300,4012.38,4015.69,4011.48,4014.71,3176,3982.13,0,0
1782432600,4014.73,4019.88,4012.07,4019.69,3260,3982.13,0,0
1782432900,4019.63,4023.49,4018.7,4021.96,2944,3982.13,0,0
1782433200,4021.95,4022.12,4017.16,4018.27,3008,3982.13,0,0
1782433500,4018.25,4019.2,4012.49,4015.45,2986,3982.13,0,0
1782433800,4015.45,4016.87,4012.44,4016.05,3012,3982.13,0,0
1782434100,4016.03,4018,4014.41,4016.29,2927,3982.13,0,0
1782434400,4016.3,4019.88,4015.13,4019.17,2851,3982.13,0,0
1782434700,4019.15,4023.9,4018.83,4019.15,2847,3982.13,0,0
1782435000,4019.16,4021.11,4015.61,4016.27,2620,3982.13,0,0
1782435300,4016.17,4024.52,4016.17,4020.34,3043,3982.13,0,0
1782435600,4020.37,4029.68,4017.42,4017.44,3926,3982.13,0,0
1782435900,4017.42,4020.81,4014.35,4017.51,3449,3982.13,0,0
1782436200,4017.51,4021.49,4017.32,4019.84,3164,3982.13,0,0
1782436500,4019.78,4026.53,4018.46,4024.66,3100,3982.13,0,0
1782436800,4024.66,4024.92,4021.73,4022.93,2962,3982.13,0,0
1782437100,4022.95,4023.07,4017.78,4022.72,3011,3982.13,0,0
1782437400,4022.72,4023.76,4019.35,4020.4,3402,3982.13,0,0
1782437700,4020.37,4022.87,4016.22,4021.56,3381,3982.13,0,0
1782438000,4021.55,4025.54,4020.14,4020.61,3252,3982.13,0,0
1782438300,4020.56,4022.94,4014.52,4016.26,3506,3982.13,0,0
1782438600,4016.45,4018.72,4014.62,4018.26,3494,3982.13,0,0
1782438900,4018.26,4021.81,4018.21,4021.03,3014,3982.13,0,0
1782439200,4021.03,4023.31,4017.67,4020.36,3184,3982.13,0,0
1782439500,4020.43,4020.81,4015.36,4016.99,3129,3982.13,0,0
1782439800,4016.97,4016.97,4013.47,4015.16,2890,3982.13,0,0
1782440100,4015.16,4016.73,4009.25,4009.25,2475,3982.13,0,0
1782440400,4009.26,4011.36,4005.36,4006.06,2764,3982.13,0,0
1782440700,4006.06,4008.45,4003.98,4007.41,2620,3982.13,0,0
1782441000,4007.44,4009.36,4001.34,4002.99,3261,3982.13,0,0
1782441300,4002.98,4003.48,3991.81,3997.68,3308,3982.13,0,0
1782441600,3997.68,3997.68,3991.34,3992.35,3198,3982.13,0,0
1782441900,3992.31,3994.28,3990.89,3993.24,3207,3982.13,0,0
1782442200,3993.24,3995.46,3984.97,3986.34,3234,3982.13,0,0
1782442500,3986.34,3993.44,3983.11,3990.74,3354,3982.13,0,0
1782442800,3990.75,3992.56,3986.68,3990.51,3199,3982.13,0,0
1782443100,3990.51,3995.52,3989.51,3995,3103,3982.13,0,0
1782443400,3995.02,3999.92,3993.47,3997.73,3218,3982.13,0,0
1782443700,3997.73,3999.97,3993.99,3998.58,2878,3982.13,0,0
1782444000,3998.58,3998.58,3992.91,3993.57,2953,3982.13,0,0
1782444300,3993.6,3996.04,3992.76,3995.41,2670,3982.13,0,0
1782444600,3995.41,3998.54,3993.18,3995.79,2433,3982.13,0,0
1782444900,3995.79,3998.34,3995.16,3996.38,2424,3982.13,0,0
1782445200,3996.43,4001.25,3996.19,4000.32,2940,3982.13,0,0
1782445500,4000.32,4000.41,3997.44,3997.89,2718,3982.13,0,0
1782445800,3997.88,4002.53,3997.83,4002.18,2761,3982.13,0,0
1782446100,4002.14,4006.58,4001.81,4004.31,2684,3982.13,0,0
1782446400,4004.3,4005.62,4001.02,4001.03,2552,3982.13,0,0
1782446700,4001.03,4003.34,3998.79,4001.05,2650,3982.13,0,0
1782447000,4001.07,4009.53,4000.94,4008.54,2526,3982.13,0,0
1782447300,4008.54,4012.08,4006.81,4009.4,2516,3982.13,0,0
1782447600,4009.38,4010.47,4007.82,4007.85,2298,3982.13,0,0
1782447900,4007.85,4008.56,4006.04,4007.45,2471,3982.13,0,0
1782448200,4007.45,4008.35,4004.47,4005.04,2475,3982.13,0,0
1782448500,4005.05,4005.24,4002.57,4003.31,2294,3982.13,0,0
1782448800,4003.3,4008.31,4001.74,4008.31,2494,3982.13,0,0
1782449100,4008.3,4009.77,4007.25,4009.36,2378,3982.13,0,0
1782449400,4009.36,4015.39,4008.89,4014.42,2406,3982.13,0,0
1782449700,4014.42,4015.13,4010.99,4011.42,2441,3982.13,0,0
1782450000,4011.6,4013.3,4009.7,4010.2,2475,3982.13,0,0
1782450300,4010.24,4012.45,4006.49,4012.05,2597,3982.13,0,0
1782450600,4012.05,4015.36,4011.97,4015.36,2322,3982.13,0,0
1782450900,4015.37,4019.22,4013.74,4014.8,2568,3982.13,0,0
1782451200,4014.8,4015.06,4011.83,4013.37,2230,3982.13,0,0
1782451500,4013.35,4018.54,4013.35,4016.7,2434,3982.13,0,0
1782451800,4016.71,4021.6,4014.93,4016.76,3167,3982.13,0,0
1782452100,4016.75,4018.9,4012.19,4013.84,3058,3982.13,0,0
1782452400,4013.84,4017.15,4011,4011.37,3076,3982.13,0,0
1782452700,4011.37,4012.24,4005.73,4011.89,3119,3982.13,0,0
1782453000,4011.88,4015.41,4010.64,4015.16,3066,3982.13,0,0
1782453300,4015.17,4015.18,4006.65,4008.04,2982,3982.13,0,0
1782453600,4008.11,4010.58,4006.84,4007.73,3032,3982.13,0,0
1782453900,4007.72,4011.76,4007.72,4008.77,3022,3982.13,0,0
1782454200,4008.81,4010.19,4006.91,4009.57,2928,3982.13,0,0
1782454500,4009.58,4011.37,4008.41,4008.7,3018,3982.13,0,0
1782454800,4008.7,4024.83,4008.61,4023.13,3385,3982.13,0,0
1782455100,4022.97,4024.78,4020.62,4024.3,3216,3982.13,0,0
1782455400,4024.27,4027.77,4022.71,4023.77,3190,3982.13,0,0
1782455700,4023.73,4025.41,4021.46,4023.44,3076,3982.13,0,0
1782456000,4023.44,4026.44,4021,4025.31,3049,3982.13,0,0
1782456300,4025.24,4028.47,4023.47,4023.86,2876,3982.13,0,0
1782456600,4023.84,4025.86,4022.08,4023.75,2763,3982.13,0,0
1782456900,4023.73,4033.19,4023.16,4032.17,3200,3982.13,0,0
1782457200,4032.13,4033.94,4026.79,4029.46,3026,3982.13,0,0
1782457500,4029.45,4032.35,4028.18,4029.16,2543,3982.13,0,0
1782457800,4029.15,4029.62,4027.13,4027.45,2256,3982.13,0,0
1782458100,4027.45,4031.63,4027.03,4031.31,2384,3982.13,0,0
1782458400,4031.34,4031.39,4027.77,4029.47,2210,3982.13,0,0
1782458700,4029.5,4039.77,4029.5,4037.95,2714,3982.13,0,0
1782459000,4037.98,4038.89,4037.07,4037.73,2419,3982.13,0,0
1782459300,4037.71,4038.13,4034.22,4036.26,2228,3982.13,0,0
1782459600,4036.27,4036.39,4031.02,4031.48,2045,3982.13,0,0
1782459900,4031.49,4031.74,4028.52,4029.08,1991,3982.13,0,0
1782460200,4029.06,4030.35,4027.93,4030.3,2076,3982.13,0,0
1782460500,4030.31,4032.22,4029.82,4030.67,1903,3982.13,0,0
1782460800,4030.65,4033.12,4025.93,4026.61,2750,3982.13,0,0
1782461100,4026.62,4031.66,4025.84,4030.58,2507,3982.13,0,0
1782461400,4030.58,4031.42,4028.04,4031.05,2317,3982.13,0,0
1782461700,4031.05,4034.59,4029.86,4032.51,2378,3982.13,0,0
1782462000,4032.55,4033.99,4030.2,4030.87,2340,3982.13,0,0
1782462300,4030.88,4035.87,4030.53,4035.74,2416,3982.13,0,0
1782462600,4035.64,4036.07,4032.62,4034.48,2382,3982.13,0,0
1782462900,4034.48,4034.67,4032.45,4033.33,2135,3982.13,0,0
1782463200,4033.34,4035.98,4032.62,4035.68,2222,3982.13,0,0
1782463500,4035.69,4037.8,4032.92,4033.69,2257,3982.13,0,0
1782463800,4033.69,4034.39,4032.32,4032.85,2169,3982.13,0,0
1782464100,4032.86,4032.86,4029.71,4030.99,2346,3982.13,0,0
1782464400,4030.99,4034.92,4029.63,4034.34,2311,4015.4062,1,0
1782464700,4034.34,4039.78,4034.16,4038.68,2384,4015.4062,0,0
1782465000,4038.68,4041.64,4037.71,4039.47,2280,4015.4062,0,0
1782465300,4039.48,4046.97,4034.56,4046.49,2612,4015.4062,0,0
1782465600,4046.49,4048.88,4043.09,4048.12,2800,4015.4062,0,0
1782465900,4048.12,4050.68,4046.93,4048.35,2719,4015.4062,0,0
1782466200,4048.28,4049.67,4045.33,4048.23,2654,4015.4062,0,0
1782466500,4048.26,4054.14,4048.26,4051.85,2446,4015.4062,0,0
1782466800,4051.85,4053.8,4047.58,4048.07,2301,4015.4062,0,0
1782467100,4048.05,4048.99,4045.52,4047.17,2448,4015.4062,0,0
1782467400,4047.13,4054.05,4046.54,4050.68,2444,4015.4062,0,0
1782467700,4050.71,4050.72,4047.08,4047.21,2398,4015.4062,0,0
1782468000,4047.2,4049.02,4044.48,4047.7,2462,4015.4062,0,0
1782468300,4047.71,4050.89,4046.89,4049.86,2237,4015.4062,0,0
1782468600,4049.89,4052.24,4049.84,4051.07,2036,4015.4062,0,0
1782468900,4051.06,4051.58,4044.53,4044.53,2154,4015.4062,0,0
1782469200,4044.57,4045.91,4042.37,4044.33,2180,4015.4062,0,0
1782469500,4044.33,4048.78,4043.65,4048.15,1997,4015.4062,0,0
1782469800,4048.16,4054.52,4047.61,4054.12,2197,4015.4062,0,0
1782470100,4054.11,4054.33,4049.12,4049.31,2444,4015.4062,0,0
1782470400,4049.29,4050.92,4046.86,4048.57,2220,4015.4062,0,0
1782470700,4048.57,4050.41,4048.01,4048.98,2095,4015.4062,0,0
1782471000,4048.98,4054.48,4048.7,4052.93,2113,4015.4062,0,0
1782471300,4052.95,4054.87,4051.45,4054.75,2183,4015.4062,0,0
1782471600,4054.75,4055.44,4051.5,4053,2619,4015.4062,0,0
1782471900,4053,4054.87,4051.92,4052.93,2233,4015.4062,0,0
1782472200,4052.88,4053.21,4047.23,4047.35,2157,4015.4062,0,0
1782472500,4047.35,4053.89,4046.22,4053.08,2292,4015.4062,0,0
1782472800,4053.08,4053.74,4051.38,4052.11,2071,4015.4062,0,0
1782473100,4052.13,4053.68,4050.7,4052.75,2002,4015.4062,0,0
1782473400,4052.73,4055.17,4052.73,4053.89,2184,4015.4062,0,0
1782473700,4053.89,4053.89,4048.38,4048.55,2061,4015.4062,0,0
1782474000,4048.54,4050.34,4046.31,4046.74,2287,4015.4062,0,0
1782474300,4046.75,4048.56,4045.62,4045.87,2075,4015.4062,0,0
1782474600,4045.87,4046.2,4042.76,4044.63,2573,4015.4062,0,0
1782474900,4044.62,4047.25,4044.62,4045.95,2437,4015.4062,0,0
1782475200,4045.96,4046.23,4043.8,4044.86,2453,4015.4062,0,0
1782475500,4044.87,4048.39,4044.71,4048.02,2303,4015.4062,0,0
1782475800,4048.02,4050.92,4047.76,4049.16,2185,4015.4062,0,0
1782476100,4049.16,4051.56,4044.06,4044.48,2339,4015.4062,0,0
1782476400,4044.52,4046.83,4042.04,4044.25,2717,4015.4062,0,0
1782476700,4044.24,4047.67,4044.24,4046.69,2387,4015.4062,0,0
1782477000,4046.62,4049.29,4042.92,4044.98,2669,4015.4062,0,0
1782477300,4044.96,4046.14,4043.19,4044.19,2634,4015.4062,0,0
1782477600,4044.21,4044.31,4035.89,4040.38,2805,4015.4062,0,0
1782477900,4040.37,4044.58,4039.33,4044.57,2735,4015.4062,0,0
1782478200,4044.57,4048.79,4043.67,4045.98,2825,4015.4062,0,0
1782478500,4045.98,4061.58,4045.98,4059.02,3422,4015.4062,0,0
1782478800,4059.12,4066.04,4050.28,4052.38,3838,4015.4062,0,0
1782479100,4052.37,4053.23,4043.55,4044.71,3440,4015.4062,0,0
1782479400,4045.02,4050.98,4043.61,4050.68,3264,4015.4062,0,0
1782479700,4050.63,4053.29,4043.34,4050.82,3521,4015.4062,0,0
1782480000,4050.78,4058.5,4049.82,4057.36,3594,4015.4062,0,0
1782480300,4057.38,4058.73,4053.27,4057.16,3398,4015.4062,0,0
1782480600,4057.12,4057.12,4047.71,4050.56,3962,4015.4062,0,0
1782480900,4050.57,4051.55,4045.05,4048.08,4063,4015.4062,0,0
1782481200,4048.1,4062.35,4047.7,4062.35,3844,4015.4062,0,0
1782481500,4062.45,4065.25,4058.67,4062.2,3851,4015.4062,0,0
1782481800,4062.2,4069.74,4060.97,4064.19,3876,4015.4062,0,0
1782482100,4064.19,4078.05,4063.85,4073.61,3658,4015.4062,0,0
1782482400,4073.61,4079.32,4067.84,4077.45,3861,4015.4062,0,0
1782482700,4077.44,4079.42,4072.09,4079.22,3628,4015.4062,0,0
1782483000,4079.21,4085.12,4076.78,4082.26,3719,4015.4062,0,0
1782483300,4082.27,4093.11,4081.26,4088.73,3757,4015.4062,0,0
1782483600,4088.7,4092.45,4087.46,4088.7,3739,4015.4062,0,0
1782483900,4088.71,4091.03,4084.25,4084.45,3633,4015.4062,0,0
1782484200,4084.46,4084.82,4079.75,4080.4,3523,4015.4062,0,0
1782484500,4080.39,4081.91,4076.48,4079.26,3247,4015.4062,0,0
1782484800,4079.25,4083.99,4076.43,4082.68,3507,4015.4062,0,0
1782485100,4082.68,4091.77,4082.66,4088.24,3504,4015.4062,0,0
1782485400,4088.24,4088.86,4083.95,4088,3617,4015.4062,0,0
1782485700,4088,4091.38,4080.56,4080.59,3730,4015.4062,0,0
1782486000,4080.57,4083.26,4079.26,4079.35,3459,4015.4062,0,0
1782486300,4079.35,4081.23,4075.83,4081.08,3179,4015.4062,0,0
1782486600,4081.07,4082.37,4077.65,4079.59,3112,4015.4062,0,0
1782486900,4079.6,4084.51,4077.99,4082.31,3373,4015.4062,0,0
1782487200,4082.31,4084,4080.35,4082.2,3246,4015.4062,0,0
1782487500,4082.21,4084.41,4080.7,4084.32,3042,4015.4062,0,0
1782487800,4084.31,4088.82,4082.18,4082.21,3183,4015.4062,0,0
1782488100,4082.14,4093.99,4081.8,4091.73,3168,4015.4062,0,0
1782488400,4091.74,4095.55,4091.23,4095.05,3169,4015.4062,0,0
1782488700,4095.08,4096.03,4091.05,4094.72,3015,4015.4062,0,0
1782489000,4094.72,4095.51,4083.43,4086.36,3582,4015.4062,0,0
1782489300,4086.36,4091.85,4085.82,4090.59,2913,4015.4062,0,0
1782489600,4090.58,4092.93,4089.89,4091.58,2832,4015.4062,0,0
1782489900,4091.49,4091.67,4088.64,4089.32,2623,4015.4062,0,0
1782490200,4089.32,4092.37,4088.43,4091.25,2846,4015.4062,0,0
1782490500,4091.25,4093.51,4089.82,4090.31,2684,4015.4062,0,0
1782490800,4090.3,4090.58,4083.26,4085.54,3142,4015.4062,0,0
1782491100,4085.63,4088.23,4084.47,4086.79,2576,4015.4062,0,0
1782491400,4086.77,4093.11,4086.77,4088.18,2826,4015.4062,0,0
1782491700,4088.18,4088.59,4084.19,4084.66,2647,4015.4062,0,0
1782492000,4084.66,4086.08,4082.28,4084.56,2563,4015.4062,0,0
1782492300,4084.58,4086.84,4083.81,4083.81,2618,4015.4062,0,0
1782492600,4083.85,4085.54,4082.9,4085.39,2271,4015.4062,0,0
1782492900,4085.4,4085.92,4083.91,4085.1,2036,4015.4062,0,0
1782493200,4085.1,4085.89,4083.72,4084.79,2304,4015.4062,0,0
1782493500,4084.79,4088.14,4084.4,4086.98,2145,4015.4062,0,0
1782493800,4086.98,4087.45,4082.53,4083.44,2209,4015.4062,0,0
1782494100,4083.44,4084.13,4081.57,4081.67,2069,4015.4062,0,0
1782494400,4081.67,4085.13,4080.33,4084.75,2688,4015.4062,0,0
1782494700,4084.76,4084.76,4080.38,4081.54,2553,4015.4062,0,0
1782495000,4081.55,4083.36,4076.41,4078.14,2649,4015.4062,0,0
1782495300,4078.15,4078.98,4074.38,4075.69,2821,4015.4062,0,0
1782495600,4075.69,4077.66,4074.26,4076.77,2705,4015.4062,0,0
1782495900,4076.76,4077.81,4074.36,4076.12,2643,4015.4062,0,0
1782496200,4076.13,4077.02,4074.55,4075.41,2256,4015.4062,0,0
