time,open,high,low,close,px_eq_tol,px_eq_ph,px_eq_pl,px_eqh_new,px_eql_new,px_eqh_cnt,px_eql_cnt,px_eqh_0,px_eqh_1,px_eqh_2,px_eqh_3,px_eqh_4,px_eqh_5,px_eql_0,px_eql_1,px_eql_2,px_eql_3,px_eql_4,px_eql_5
1764310500,4183.79,4185.35,4182.49,4185.27,1.2338052106245043,,,,,1,10,4193.12,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764311400,4185.33,4188.41,4185.08,4188.26,1.2257791064120138,,4181.92,,,1,10,4193.12,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764312300,4188.25,4188.95,4186.85,4187.55,1.2117635242837708,,,,,1,10,4193.12,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764313200,4187.55,4188.04,4184.67,4185.4,1.2043782537980947,,,,,1,10,4193.12,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764314100,4185.39,4186.6,4182.17,4183.04,1.2024406887221344,4188.95,,4188.95,,2,10,4193.12,4188.95,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764315000,4183.04,4183.49,4179.46,4179.63,1.1985418749476904,,,,,2,10,4193.12,4188.95,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764315900,4179.62,4179.84,4174.13,4174.78,1.2031210374487369,,,,,2,10,4193.12,4188.95,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764316800,4174.78,4180.28,4159.22,4172.99,1.2843586166997596,,,,,2,10,4193.12,4188.95,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764317700,4170.81,4173.59,4161.08,4167.54,1.3212214443657655,,,,,2,10,4193.12,4188.95,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764326700,4163.52,4164.36,4163.21,4164.02,1.3164470154784498,,4159.22,,,2,10,4193.12,4188.95,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764327600,4163.88,4173.79,4163.05,4171.95,1.3438180751688795,,,,,2,10,4193.12,4188.95,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764328500,4171.95,4180.2,4171.78,4174.49,1.3590417136655022,,,,,2,10,4193.12,4188.95,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764329400,4174.51,4177.88,4173.75,4174.62,1.3525108793921927,,,,,2,10,4193.12,4188.95,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764330300,4174.59,4175.97,4171.91,4172.18,1.3457606618043507,4180.2,,,,2,10,4193.12,4188.95,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764331200,4172.18,4177.48,4168.2,4176.6,1.3652454485682626,,,,,2,10,4193.12,4188.95,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764332100,4176.6,4177.73,4172.18,4174.58,1.3656905395968937,,,,,2,10,4193.12,4188.95,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764333000,4174.62,4175.3,4173.7,4174.63,1.3463767288049575,,4168.2,,,2,10,4193.12,4188.95,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764333900,4174.69,4176.78,4173.76,4176.37,1.334549194228856,4177.73,,,,2,10,4193.12,4188.95,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764334800,4176.42,4178.28,4172,4172.99,1.3392582103442776,,,,,2,10,4193.12,4188.95,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764335700,4172.98,4173.7,4168.72,4170.44,1.3373730461373898,,,,,2,10,4193.12,4188.95,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764336600,4170.44,4178.46,4168.47,4173.97,1.360575585214641,,,,,2,10,4193.12,4188.95,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764337500,4173.96,4182.9,4171.78,4182.45,1.388964073510348,,,,,2,10,4193.12,4188.95,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764338400,4182.45,4191.97,4182.45,4191.71,1.4087847920401433,,4168.47,,4168.2,1,11,4193.12,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764339300,4191.78,4199.98,4190.63,4196.63,1.4273590961993379,,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764340200,4196.66,4208.94,4194.82,4198.98,1.4694119142753506,,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764341100,4199.02,4202.76,4194.74,4198.1,1.4801236759898457,,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764342000,4198.08,4199,4185.53,4189.39,1.5178712024700503,4208.94,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764342900,4189.41,4197.67,4185.88,4197.01,1.546463778420649,,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764343800,4197,4198.71,4193.67,4197.38,1.5407345028522357,,4185.53,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764344700,4197.37,4203.92,4195.99,4203.73,1.5495698127951925,,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764345600,4203.66,4205.99,4197.78,4199.49,1.5596284165392889,,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764346500,4199.51,4210.55,4199.18,4209.45,1.5852858482085026,,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764347400,4209.46,4210.72,4202.35,4206.36,1.595430131244332,,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764348300,4206.36,4209.6,4204.95,4206.14,1.5867715286194481,,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764349200,4206.15,4211.55,4204.42,4207.06,1.5906860980470596,,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764350100,4207.07,4208.91,4205.55,4206.72,1.5756723760861169,,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764351000,4206.71,4212.32,4206.18,4211.95,1.5748589285643917,,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764351900,4211.94,4216.96,4210.86,4216.91,1.5738617499931056,,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764352800,4216.87,4217.27,4211.02,4215.19,1.5736345149932436,,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764353700,4215.23,4220.66,4214.65,4220.21,1.5722118246933798,,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764354600,4220.22,4226.81,4218.73,4221.59,1.5811675881995166,,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764355500,4221.38,4223.51,4219.5,4220.34,1.5695942364355275,,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764356400,4220.33,4221.8,4218.77,4219.23,1.553352351706816,4226.81,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764357300,4219.23,4219.63,4216.21,4217.72,1.5393853046726802,,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764358200,4217.67,4221.36,4216.82,4219.2,1.5312975985792263,,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764543600,4216.07,4230.72,4205.56,4216.98,1.626471646607641,,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764544500,4216.84,4224.56,4214.16,4222.01,1.6459422136754909,,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764545400,4221.96,4225.32,4219.69,4223.68,1.6411733694019817,4230.72,4205.56,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764546300,4223.67,4225.05,4221.94,4221.94,1.6238999020139449,,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764547200,4221.88,4224.43,4218.99,4223.07,1.6186219039736685,,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764548100,4223.09,4232.56,4218.32,4227.19,1.6574494658941985,,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764549000,4227.19,4232.38,4226.51,4231.77,1.653650476576314,,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764549900,4231.77,4233.68,4226.16,4230.83,1.65817746704479,,4218.32,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764550800,4230.8,4233.48,4219.92,4228.39,1.6928139177038914,,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764551700,4228.39,4239.27,4224.64,4238.67,1.7321076393498143,,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764552600,4238.68,4243.9,4234.99,4241.44,1.7420154865628172,,4219.92,,4218.32,0,12,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764553500,4241.35,4256.33,4237.1,4255.57,1.8033251768315588,,,,,0,12,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764554400,4255.59,4256.34,4245.53,4248.4,1.8213086732949295,,,,,0,12,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764555300,4248.45,4248.82,4240.78,4241.33,1.8250824998290307,,,,,0,12,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764556200,4241.33,4241.62,4234.53,4239.75,1.824030849832451,4256.34,,,,0,12,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764557100,4239.75,4243.36,4237.81,4242.81,1.8153002328357983,,,,,0,12,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764558000,4242.81,4243.93,4232.58,4234.35,1.8357442281790841,,,,,0,12,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764558900,4234.4,4238.16,4232.74,4235.39,1.8261293436155028,,,,,0,12,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764559800,4235.33,4240.85,4234.96,4238.34,1.8190567567431943,4243.93,4232.58,,,0,12,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764560700,4238.34,4240.15,4235,4239.34,1.8084256216083288,,,,,0,12,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764561600,4239.34,4239.4,4236.53,4238.93,1.7866071091761617,,,,,0,12,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764562500,4238.86,4240.58,4237.68,4239.78,1.7653749669926366,,,,,0,12,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764563400,4239.8,4243.1,4239.37,4241.94,1.7487174676527864,,,,,0,12,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764564300,4241.94,4246.97,4241.92,4245.72,1.7389931182997316,,,,,0,12,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764565200,4245.71,4246.69,4229.54,4232.66,1.789963255933735,,,,,0,12,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764566100,4232.67,4233.51,4215.47,4220.23,1.8443639908150602,4246.97,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764567000,4220.23,4227.81,4217.87,4224.35,1.8571767109987616,,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764567900,4224.29,4231.58,4223.59,4229.69,1.8599831767787853,,4215.47,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764568800,4229.67,4233.97,4228.7,4233.17,1.8491335132432118,,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764569700,4233.18,4233.57,4226.39,4231.69,1.8480508429783444,,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764570600,4231.69,4235.55,4229.95,4235.3,1.8390898261187794,,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764571500,4235.3,4240.6,4235.2,4237,1.8293080295964066,,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764572400,4236.99,4239.34,4233.58,4237.16,1.8215218690044797,,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764573300,4237.16,4242.76,4231.73,4240.68,1.8402414316243934,,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764574200,4240.67,4243.35,4240.31,4240.33,1.8186366029919054,,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764575100,4240.35,4246.64,4238.19,4245.4,1.824513870932071,,4231.73,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764576000,4245.39,4252.86,4244.72,4250.96,1.8287235935134265,,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764576900,4251.02,4253.67,4249.31,4249.73,1.8139491216431562,,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764577800,4249.72,4250.09,4241.08,4242.41,1.822720139210294,,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764578700,4242.4,4244.81,4238.5,4244.73,1.8178157364260903,4253.67,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764579600,4244.73,4249.9,4244.73,4249.41,1.8073094216975687,,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764580500,4249.41,4251.87,4246.92,4251.56,1.7959132332636165,,4238.5,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764581400,4251.51,4251.55,4246.78,4247.57,1.7838949685983474,,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764582300,4247.57,4250.79,4243.8,4250.06,1.7831670692263792,4251.87,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764583200,4250.06,4262.35,4249.18,4258.78,1.8133537278418521,,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764584100,4258.77,4259.37,4252.53,4253.78,1.8112866532850156,,4243.8,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764585000,4253.57,4255.08,4251.47,4254.49,1.7931109202193136,4262.35,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764585900,4254.47,4257.9,4253.19,4255.63,1.7807987018149276,,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764586800,4255.63,4256.71,4250.69,4251.67,1.7752827277786312,,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764587700,4251.67,4255.69,4248.31,4254.53,1.7766770732230546,,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764588600,4254.49,4258.51,4252.04,4258.34,1.7734935317585947,,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764589500,4258.34,4258.47,4253.36,4254.6,1.7635736611234256,,4248.31,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764590400,4254.6,4256.62,4247.67,4249.06,1.773052187900956,4258.51,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764591300,4249.07,4254.46,4247.69,4252.75,1.7714411441429392,,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764592200,4252.67,4256.31,4250.58,4252.61,1.7646623212600827,,4247.67,,4247.67,0,12,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764593100,4252.61,4252.9,4244.32,4246.57,1.7722690748348808,,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764594000,4246.57,4256.4,4245.71,4254.23,1.790273693338181,,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764594900,4254.25,4257.56,4250.09,4256.93,1.791818219471419,,4244.32,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764595800,4256.95,4264.58,4256.87,4262.02,1.7945318550819909,,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764596700,4262.04,4263.41,4247.25,4247.45,1.8394412179803503,,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764597600,4247.44,4249.26,4238.79,4247.22,1.8550023936207447,4264.58,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764598500,4247.29,4249.32,4242.23,4246.69,1.8533523457483307,,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764599400,4246.65,4248,4219.63,4225.31,1.9581352988333638,,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764600300,4225.25,4241.53,4223,4240.21,2.0116225928566953,,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764601200,4240.12,4245.02,4230.65,4231.46,2.0432401409995653,,4219.63,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764602100,4231.4,4232.03,4219.56,4228.09,2.0647253381795707,,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764603000,4228.14,4236.54,4221.94,4229.05,2.096430831415981,,,,,0,11,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764603900,4229.04,4233.83,4221.9,4232.57,2.114152214787663,,4219.56,,4219.56,0,12,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764604800,4232.54,4239.95,4231.69,4237.26,2.113169170491911,,,,,0,12,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764605700,4237.26,4240.05,4227.05,4239.91,2.1359057870820726,,,,,0,12,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764606600,4239.92,4240.33,4230.6,4238.92,2.141837671340429,,,,,0,12,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764607500,4239,4242.39,4225.25,4226.21,2.184700917913622,,,,,0,12,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764608400,4226.3,4233.56,4223.4,4230.08,2.191806899555353,,,,,0,12,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764609300,4230.07,4236.72,4227.44,4235.68,2.194370761564249,4242.39,,,,0,12,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764610200,4235.62,4239.65,4235.39,4239.01,2.1717833463329606,,4223.4,,,0,12,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764611100,4239.01,4240.13,4230.21,4232.38,2.177947679406302,,,,,0,12,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764612000,4232.36,4238.66,4232.36,4236.47,2.165888725818177,,,,,0,12,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764612900,4236.44,4241.96,4235.38,4240.94,2.155470951301813,,,,,0,12,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764613800,4241,4242.82,4236.29,4242.37,2.1450115322757757,,,,,0,12,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764614700,4242.37,4244.69,4237.44,4240.3,2.13836130163026,,,,,0,12,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764615600,4240.25,4241.65,4236.01,4237.67,2.123794075597652,,,,,0,12,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764616500,4237.68,4242.22,4236.62,4241.69,2.109318194085701,4244.69,,,,0,12,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764617400,4241.68,4243.77,4233.89,4233.89,2.1165318302039875,,,,,0,12,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764618300,4233.89,4237.13,4229.35,4237.01,2.1131011935999062,,,,,0,12,,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764619200,4237,4241,4235.14,4238.23,2.1001391697279064,4243.77,,4244.69,,1,12,4244.69,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764620100,4238.18,4239.06,4235.35,4237.63,2.0766863863333485,,4229.35,,,1,12,4244.69,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764621000,4237.62,4241.62,4235.45,4240.89,2.0660026586066818,,,,,1,12,4244.69,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764621900,4240.9,4241.15,4234.45,4237.47,2.0581826054345473,,,,,1,12,4244.69,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764622800,4237.46,4238.92,4235.5,4238.35,2.034118953325857,4241.62,,,,1,12,4244.69,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764623700,4238.34,4240.54,4237.83,4238.66,2.00698657425934,,4234.45,,,1,12,4244.69,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764624600,4238.65,4238.69,4233.16,4233.32,1.994496842774152,,,,,1,12,4244.69,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764625500,4233.32,4234.41,4230.15,4232.03,1.97590690591867,,,,,1,12,4244.69,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764630000,4238.88,4238.88,4228.93,4233.32,1.9861387678002955,,,,,1,12,4244.69,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764630900,4233.33,4236.03,4231.83,4235.68,1.9674159924442887,,,,,1,12,4244.69,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764631800,4235.65,4235.9,4228.68,4230.92,1.9641676725953996,4238.88,,,,1,12,4244.69,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764632700,4230.93,4230.93,4224.38,4227.68,1.9576343191434924,,,,,1,12,4244.69,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764633600,4227.76,4227.97,4223.54,4227.08,1.940631632760624,,,,,1,12,4244.69,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764634500,4227.11,4227.66,4221.65,4225.1,1.9318690001054124,,,,,1,12,4244.69,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764635400,4225.12,4228.59,4224.08,4228.43,1.915781620103305,,,,,1,12,4244.69,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764636300,4228.44,4229.72,4223.6,4226.84,1.9080659877012385,,4221.65,,,1,12,4244.69,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764637200,4226.85,4227.21,4198.55,4205.5,2.0132046679472126,,,,,1,11,4244.69,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764638100,4205.51,4216.1,4204.51,4213.9,2.0308905745882693,4229.72,,,,1,11,4244.69,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764639000,4213.89,4218.33,4208.71,4211.01,2.038372763096503,,4198.55,,,1,11,4244.69,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764639900,4211.02,4220.98,4210.26,4219.69,2.05120530783457,,,,,1,11,4244.69,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764640800,4219.62,4221.64,4215.62,4219.25,2.0402812016778804,,,,,1,11,4244.69,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764641700,4219.31,4223.34,4216.04,4217.13,2.0359755776443236,,,,,1,11,4244.69,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764642600,4217.12,4221.66,4214.66,4221.43,2.0302560660914373,,,,,1,11,4244.69,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764643500,4221.42,4224.52,4220.03,4221.54,2.012100944769612,,,,,1,11,4244.69,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764644400,4221.52,4225.39,4220.62,4224.07,1.995708925874222,,4214.66,,,1,11,4244.69,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764645300,4224.07,4226.37,4222.39,4222.75,1.9756947473567354,,,,,1,11,4244.69,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764646200,4222.75,4225.39,4220.64,4221.27,1.9599308524096009,,,,,1,11,4244.69,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764647100,4221.27,4221.79,4215.86,4216.86,1.9503822353614104,4226.37,,,,1,11,4244.69,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764648000,4216.86,4220.69,4215.59,4216.7,1.9368745906541796,,,,,1,11,4244.69,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764648900,4216.7,4219.05,4215.48,4216.48,1.915987098841099,,,,,1,11,4244.69,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764649800,4216.48,4218.12,4214.1,4217.91,1.8977673568642746,,,,,1,11,4244.69,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764650700,4217.91,4218.87,4216.16,4218.78,1.8733620097269892,,,,,1,11,4244.69,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764651600,4218.78,4219.98,4215.28,4219.18,1.8593947695324484,,4214.1,,4214.1,1,12,4244.69,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764652500,4219.23,4223.17,4219.15,4221.54,1.8423068741418016,,,,,1,12,4244.69,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764653400,4221.55,4223.2,4219.12,4220.39,1.8258607366589652,,,,,1,12,4244.69,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764654300,4220.35,4225.42,4219.99,4225.12,1.8164935219257874,,,,,1,12,4244.69,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764655200,4225.12,4226.29,4223.84,4223.86,1.7924136514872708,,,,,1,12,4244.69,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764656100,4223.87,4224.3,4204.35,4205.61,1.8563153784575246,,,,,1,11,4244.69,,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764657000,4205.55,4210.59,4203.47,4209.52,1.8547890708883736,4226.29,,4226.37,,2,11,4244.69,4226.37,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764657900,4209.53,4215.39,4208.02,4212.9,1.8545432894706055,,,,,2,11,4244.69,4226.37,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
1764658800,4212.91,4214.53,4210.46,4213.82,1.8378024236811918,,4203.47,,,2,11,4244.69,4226.37,,,,,3929.78,3956.17,3984.11,4022.53,4031.07,4040.17
