time,open,high,low,close,px_eq_tol,px_eq_ph,px_eq_pl,px_eqh_new,px_eql_new,px_eqh_cnt,px_eql_cnt,px_eqh_0,px_eqh_1,px_eqh_2,px_eqh_3,px_eqh_4,px_eqh_5,px_eql_0,px_eql_1,px_eql_2,px_eql_3,px_eql_4,px_eql_5
1762191000,4007.01,4007.47,4004.47,4005.83,2.2671095491919933,,,,,0,0,,,,,,,,,,,,
1762191900,4005.84,4007.67,4005.27,4006.19,2.2337673582081536,4012.18,,,,0,0,,,,,,,,,,,,
1762192800,4006.2,4006.92,4001.8,4003,2.21469201104399,,,,,0,0,,,,,,,,,,,,
1762193700,4003.05,4003.94,3999.55,4001.45,2.19234817082311,,,,,0,0,,,,,,,,,,,,
1762194600,4001.45,4009.52,4001.18,4008.38,2.1902012074066484,,,,,0,0,,,,,,,,,,,,
1762195500,4008.39,4008.57,4003.58,4006.43,2.1713471832585167,,3999.55,,,0,0,,,,,,,,,,,,
1762196400,4006.43,4008.09,3995.47,4003.44,2.1910202395933482,4009.52,,,,0,0,,,,,,,,,,,,
1762197300,4003.43,4006.09,4001.77,4004.21,2.168799834801482,,,,,0,0,,,,,,,,,,,,
1762198200,4004.12,4005.16,4000.68,4000.69,2.1478238381054524,,3995.47,,,0,0,,,,,,,,,,,,
1762199100,4000.69,4007.63,3999.79,4004.77,2.1440673613433443,,,,,0,0,,,,,,,,,,,,
1762200000,4004.76,4012.31,4004.72,4010.29,2.1391360141164784,,,,,0,0,,,,,,,,,,,,
1762200900,4010.29,4014.94,4009.6,4011.52,2.1230532938341495,,3999.79,,,0,0,,,,,,,,,,,,
1762201800,4011.52,4012.16,4007.21,4009.24,2.1053422279574656,,,,,0,0,,,,,,,,,,,,
1762202700,4009.23,4012.12,4008.01,4010.26,2.0837853833983147,4014.94,,,,0,0,,,,,,,,,,,,
1762203600,4010.24,4010.24,4004.5,4004.89,2.07090967573035,,,,,0,0,,,,,,,,,,,,
1762204500,4004.9,4005.75,4001.04,4001.89,2.0530414822157432,,,,,0,0,,,,,,,,,,,,
1762205400,4001.9,4002.85,4000.31,4001.26,2.024680652571428,,,,,0,0,,,,,,,,,,,,
1762206300,4001.24,4002.25,3999.93,4000.68,1.9957870395200004,,,,,0,0,,,,,,,,,,,,
1762210800,4000.57,4005.74,3983.35,3988.46,2.0678212987295996,,,,,0,0,,,,,,,,,,,,
1762211700,3988.45,3997.42,3987.99,3995.92,2.073614872755009,,,,,0,0,,,,,,,,,,,,
1762212600,3995.94,3999.77,3994.68,3997.96,2.0575925752999096,4005.74,3983.35,,,0,0,,,,,,,,,,,,
1762213500,3998.04,3999.46,3992.96,3997.38,2.0489407237939115,,,,,0,0,,,,,,,,,,,,
1762214400,3997.39,3998.88,3990.4,3994.79,2.0503619093180334,,,,,0,0,,,,,,,,,,,,
1762215300,3994.81,3999.25,3992.53,3993.25,2.042954671131672,,,,,0,0,,,,,,,,,,,,
1762216200,3993.3,3993.97,3978.57,3980.06,2.0790955777090367,,,,,0,0,,,,,,,,,,,,
1762217100,3980.11,3989.16,3979.86,3986.52,2.0840136661548545,,,,,0,0,,,,,,,,,,,,
1762218000,3986.51,3992.79,3984.87,3990.31,2.081933392831758,,3978.57,,,0,0,,,,,,,,,,,,
1762218900,3990.2,3994.58,3980.97,3985.37,2.1083447249751237,,,,,0,0,,,,,,,,,,,,
1762219800,3985.4,3988.07,3979.68,3987.27,2.1081278304756226,,,,,0,0,,,,,,,,,,,,
1762220700,3987.28,3990.42,3984.97,3987.32,2.0932152738661114,3994.58,,,,0,0,,,,,,,,,,,,
1762221600,3987.41,3987.41,3976.05,3977.22,2.1081509683887876,,,,,0,0,,,,,,,,,,,,
1762222500,3977.29,3984.13,3977.2,3983.95,2.100637949021013,,,,,0,0,,,,,,,,,,,,
1762223400,3983.95,3985.3,3977.2,3983.37,2.0991251900405947,,3976.05,,,0,0,,,,,,,,,,,,
1762224300,3983.34,3986.83,3975.95,3986.78,2.1115426862397833,,,,,0,0,,,,,,,,,,,,
1762225200,3986.79,3990.54,3981.83,3988.52,2.1128618325149877,,,,,0,0,,,,,,,,,,,,
1762226100,3988.48,3993.94,3984.93,3992.88,2.115654595864689,,3975.95,,3975.95,0,1,,,,,,,3975.95,,,,,
1762227000,3992.86,3999.31,3991.09,3992.29,2.1144415039473943,,,,,0,1,,,,,,,3975.95,,,,,
1762227900,3992.28,3995.35,3991.09,3994.63,2.093452673868445,,,,,0,1,,,,,,,3975.95,,,,,
1762228800,3994.63,3995.18,3988.14,3988.78,2.086783620391076,3999.31,,,,0,1,,,,,,,3975.95,,,,,
1762229700,3988.79,3993.13,3988.03,3991.93,2.070547947983254,,,,,0,1,,,,,,,3975.95,,,,,
1762230600,3991.91,3993.43,3988.13,3988.39,2.0556369890235877,,,,,0,1,,,,,,,3975.95,,,,,
1762231500,3988.39,3991.47,3984.02,3985.6,2.051774249243115,,,,,0,1,,,,,,,3975.95,,,,,
1762232400,3985.59,3986.86,3981.47,3983.92,2.037688764258254,,,,,0,1,,,,,,,3975.95,,,,,
1762233300,3983.93,3987.15,3982.96,3983.03,2.017884988973089,,,,,0,1,,,,,,,3975.95,,,,,
1762234200,3983,3985.67,3975.71,3976.22,2.0273272891936274,,,,,0,0,,,,,,,,,,,,
1762235100,3976.21,3981.49,3972.71,3973.23,2.0306807434097536,,,,,0,0,,,,,,,,,,,,
1762236000,3973.23,3975.54,3966.77,3974.44,2.0339171285415585,,,,,0,0,,,,,,,,,,,,
1762236900,3974.45,3976.08,3968.47,3975.58,2.031288785970728,,,,,0,0,,,,,,,,,,,,
